age,career,lifestyle,choice,happiness,success,finance
52,Software Engineer,Minimalist,Work-Life Balance,91.49,74.21,85.18
20,Teacher,Family-focused,Corporate Ladder,68.44,68.39,73.46
29,Finance,Luxurious,Creative Pursuit,87.19,73.09,82.35
31,Business Owner,Minimalist,World Explorer,83.19,70.1,66.33
25,Lawyer,Family-focused,Entrepreneurship,72.63,85.49,63.43
49,Artist,Luxurious,Corporate Ladder,55.7,79.09,97.91
33,Business Owner,Family-focused,Creative Pursuit,83.5,87.39,75.65
31,Writer,Minimalist,Entrepreneurship,77.65,77.47,49.09
42,Finance,Career-driven,Entrepreneurship,61.56,100.0,96.2
29,Doctor,Career-driven,Corporate Ladder,45.7,100.0,100.0
39,Writer,Minimalist,Academic Excellence,75.02,72.55,63.2
47,Scientist,Luxurious,Entrepreneurship,61.63,70.87,100.0
52,Teacher,Family-focused,Creative Pursuit,93.68,74.33,50.0
28,Scientist,Family-focused,Entrepreneurship,75.16,64.19,82.06
18,Teacher,Career-driven,Corporate Ladder,55.73,98.57,84.47
50,Artist,Minimalist,Academic Excellence,85.17,83.95,67.28
48,Marketing,Minimalist,Entrepreneurship,71.83,67.91,58.88
36,Marketing,Luxurious,Creative Pursuit,72.5,74.04,62.97
43,Lawyer,Minimalist,Entrepreneurship,68.19,84.0,78.86
36,Writer,Luxurious,Creative Pursuit,88.12,67.92,74.3
41,Business Owner,Career-driven,Entrepreneurship,52.39,100.0,100.0
33,Finance,Adventure-seeker,World Explorer,95.53,80.96,60.83
42,Lawyer,Minimalist,Work-Life Balance,88.88,83.34,81.04
31,Finance,Adventure-seeker,Work-Life Balance,98.37,89.38,62.87
33,Software Engineer,Family-focused,Academic Excellence,63.1,87.4,69.47
37,Teacher,Career-driven,Entrepreneurship,70.26,86.85,87.9
39,Doctor,Luxurious,Academic Excellence,59.32,96.48,100.0
32,Artist,Adventure-seeker,Work-Life Balance,96.68,75.23,55.47
34,Marketing,Balanced,Work-Life Balance,87.54,80.0,81.48
44,Doctor,Adventure-seeker,Corporate Ladder,63.99,99.42,90.4
50,Scientist,Career-driven,Entrepreneurship,69.18,100.0,74.46
48,Software Engineer,Luxurious,Work-Life Balance,77.74,80.68,100.0
31,Artist,Luxurious,Academic Excellence,71.22,71.04,67.65
26,Scientist,Balanced,Work-Life Balance,76.32,79.71,73.23
47,Marketing,Minimalist,Work-Life Balance,76.18,63.31,63.76
35,Finance,Balanced,Creative Pursuit,79.51,90.13,87.3
40,Marketing,Career-driven,Corporate Ladder,38.78,97.67,89.65
23,Lawyer,Career-driven,Creative Pursuit,76.88,88.82,74.17
51,Teacher,Balanced,Entrepreneurship,85.67,82.63,87.98
40,Scientist,Family-focused,Corporate Ladder,68.29,82.82,76.54
43,Teacher,Luxurious,Creative Pursuit,92.77,69.82,70.96
43,Doctor,Minimalist,Creative Pursuit,91.79,73.33,56.15
46,Doctor,Minimalist,World Explorer,83.56,68.52,68.38
54,Scientist,Career-driven,Entrepreneurship,56.79,95.82,95.52
49,Artist,Luxurious,Corporate Ladder,53.74,83.61,100.0
40,Doctor,Luxurious,Corporate Ladder,58.44,96.85,100.0
23,Lawyer,Balanced,Entrepreneurship,74.54,83.94,72.37
47,Doctor,Balanced,Entrepreneurship,76.58,100.0,98.77
18,Lawyer,Family-focused,Creative Pursuit,80.58,73.6,52.67
41,Doctor,Adventure-seeker,Academic Excellence,67.89,80.61,76.62
40,Marketing,Minimalist,Corporate Ladder,56.08,75.38,67.58
51,Lawyer,Family-focused,Creative Pursuit,95.39,77.4,81.36
31,Finance,Family-focused,Creative Pursuit,95.3,78.69,68.64
47,Doctor,Luxurious,Creative Pursuit,72.44,87.02,88.73
27,Writer,Balanced,Corporate Ladder,57.89,92.81,83.39
36,Software Engineer,Family-focused,Work-Life Balance,94.9,74.64,76.92
27,Artist,Adventure-seeker,Work-Life Balance,100.0,70.64,39.67
47,Artist,Luxurious,Entrepreneurship,75.68,83.17,100.0
31,Business Owner,Luxurious,World Explorer,85.78,84.36,88.36
28,Doctor,Balanced,Entrepreneurship,70.72,88.22,100.0
40,Lawyer,Minimalist,Entrepreneurship,72.15,93.49,67.84
38,Artist,Balanced,Entrepreneurship,76.6,80.1,65.31
23,Teacher,Luxurious,Corporate Ladder,52.76,75.21,97.23
50,Writer,Career-driven,Work-Life Balance,81.36,100.0,91.14
20,Scientist,Luxurious,Creative Pursuit,80.8,52.45,63.29
19,Lawyer,Adventure-seeker,Creative Pursuit,93.59,70.71,35.79
20,Finance,Luxurious,Creative Pursuit,87.06,77.97,90.24
20,Doctor,Luxurious,Corporate Ladder,53.08,79.24,98.83
32,Doctor,Family-focused,Corporate Ladder,53.17,91.9,95.05
53,Marketing,Balanced,Entrepreneurship,69.92,98.85,100.0
20,Scientist,Career-driven,Academic Excellence,45.97,95.77,74.82
20,Lawyer,Balanced,World Explorer,82.3,66.41,63.0
33,Scientist,Balanced,World Explorer,82.58,71.14,52.72
45,Artist,Luxurious,World Explorer,86.7,57.23,69.62
30,Lawyer,Luxurious,Entrepreneurship,55.37,77.44,91.9
29,Lawyer,Family-focused,Creative Pursuit,86.08,75.68,55.4
49,Lawyer,Family-focused,World Explorer,98.28,79.85,75.45
25,Artist,Minimalist,Work-Life Balance,89.35,71.67,52.85
39,Business Owner,Adventure-seeker,Corporate Ladder,64.59,97.14,89.64
53,Scientist,Minimalist,Entrepreneurship,66.2,79.31,85.62
44,Doctor,Adventure-seeker,Corporate Ladder,56.87,100.0,88.59
51,Teacher,Adventure-seeker,Creative Pursuit,100.0,66.8,45.76
18,Teacher,Balanced,Corporate Ladder,69.73,77.88,67.18
28,Finance,Career-driven,Work-Life Balance,76.02,90.91,100.0
18,Artist,Adventure-seeker,Entrepreneurship,90.47,63.59,56.63
34,Finance,Luxurious,Entrepreneurship,68.94,87.27,100.0
32,Scientist,Minimalist,Creative Pursuit,96.53,70.06,43.72
32,Finance,Adventure-seeker,World Explorer,100.0,72.46,59.45
48,Business Owner,Luxurious,Work-Life Balance,73.41,78.39,100.0
35,Writer,Career-driven,Academic Excellence,62.32,97.28,66.91
35,Scientist,Luxurious,Creative Pursuit,88.98,60.44,64.15
46,Writer,Luxurious,Academic Excellence,69.47,88.32,84.98
44,Artist,Career-driven,Work-Life Balance,70.29,80.69,87.29
21,Teacher,Career-driven,Work-Life Balance,88.07,80.3,69.54
46,Lawyer,Family-focused,World Explorer,85.58,81.92,68.82
44,Writer,Adventure-seeker,Corporate Ladder,70.79,91.71,70.46
18,Teacher,Family-focused,World Explorer,100.0,64.49,37.09
18,Software Engineer,Balanced,Academic Excellence,61.92,86.59,72.37
21,Scientist,Career-driven,Corporate Ladder,42.99,100.0,93.15
44,Software Engineer,Adventure-seeker,World Explorer,96.81,72.79,52.44
28,Finance,Adventure-seeker,Work-Life Balance,89.69,69.96,75.69
45,Software Engineer,Family-focused,Academic Excellence,78.07,93.99,78.39
35,Scientist,Balanced,Creative Pursuit,79.95,85.95,68.26
50,Teacher,Balanced,Work-Life Balance,88.61,87.36,86.87
35,Doctor,Career-driven,Entrepreneurship,67.8,100.0,92.36
33,Scientist,Balanced,World Explorer,95.9,65.32,58.71
21,Software Engineer,Balanced,Academic Excellence,69.5,98.17,89.92
39,Software Engineer,Minimalist,Entrepreneurship,69.17,91.89,69.55
43,Software Engineer,Luxurious,Academic Excellence,63.71,95.48,96.64
52,Teacher,Family-focused,World Explorer,100.0,60.48,41.03
45,Business Owner,Career-driven,Academic Excellence,54.22,100.0,95.76
44,Scientist,Luxurious,Entrepreneurship,56.39,80.41,100.0
24,Scientist,Minimalist,Creative Pursuit,82.71,71.15,41.79
53,Business Owner,Family-focused,Creative Pursuit,99.37,97.59,70.44
29,Business Owner,Adventure-seeker,World Explorer,100.0,66.08,44.39
27,Marketing,Minimalist,Entrepreneurship,78.66,63.8,40.37
53,Finance,Adventure-seeker,Entrepreneurship,76.18,100.0,100.0
50,Writer,Minimalist,Work-Life Balance,94.54,67.74,66.49
28,Marketing,Balanced,World Explorer,83.85,71.76,46.49
44,Business Owner,Adventure-seeker,Entrepreneurship,73.22,90.31,84.11
52,Writer,Luxurious,Entrepreneurship,72.98,70.67,96.45
54,Business Owner,Luxurious,Entrepreneurship,55.78,100.0,100.0
42,Writer,Minimalist,Creative Pursuit,91.76,78.78,38.98
52,Software Engineer,Minimalist,World Explorer,85.39,76.1,60.82
39,Writer,Balanced,Academic Excellence,68.24,95.04,79.27
54,Writer,Career-driven,Corporate Ladder,55.34,100.0,89.8
33,Business Owner,Balanced,Work-Life Balance,81.45,97.44,85.22
26,Finance,Career-driven,World Explorer,79.77,84.27,70.51
54,Marketing,Family-focused,Entrepreneurship,77.16,79.33,91.64
23,Artist,Family-focused,Work-Life Balance,96.14,68.15,51.66
25,Artist,Luxurious,Corporate Ladder,68.35,78.44,97.03
34,Marketing,Adventure-seeker,Work-Life Balance,98.37,62.77,51.99
20,Teacher,Adventure-seeker,Corporate Ladder,77.89,85.73,56.58
49,Writer,Adventure-seeker,Entrepreneurship,99.62,74.55,44.64
38,Artist,Career-driven,Work-Life Balance,81.06,80.15,84.42
51,Marketing,Luxurious,Work-Life Balance,83.75,72.64,94.74
21,Software Engineer,Luxurious,Corporate Ladder,55.2,79.71,100.0
34,Marketing,Balanced,Creative Pursuit,89.44,76.68,58.86
28,Scientist,Luxurious,Work-Life Balance,81.27,63.04,71.78
51,Software Engineer,Balanced,Work-Life Balance,75.1,95.78,88.14
49,Teacher,Minimalist,Corporate Ladder,63.01,88.85,71.21
27,Business Owner,Adventure-seeker,Creative Pursuit,91.61,87.78,62.89
42,Doctor,Balanced,Entrepreneurship,73.83,92.63,86.57
47,Software Engineer,Career-driven,World Explorer,77.36,99.85,85.35
32,Teacher,Family-focused,Work-Life Balance,87.94,72.21,53.69
29,Scientist,Career-driven,Academic Excellence,52.66,100.0,83.18
34,Marketing,Adventure-seeker,Academic Excellence,73.98,74.1,60.37
18,Teacher,Career-driven,Creative Pursuit,92.19,89.68,59.46
33,Lawyer,Balanced,Entrepreneurship,64.66,90.7,90.69
46,Finance,Balanced,Corporate Ladder,59.88,100.0,100.0
45,Teacher,Luxurious,World Explorer,100.0,62.93,62.96
18,Lawyer,Balanced,World Explorer,87.07,78.33,54.89
37,Lawyer,Career-driven,Creative Pursuit,74.54,100.0,74.88
55,Lawyer,Family-focused,Work-Life Balance,91.33,86.52,88.24
35,Artist,Career-driven,Work-Life Balance,80.44,86.93,64.4
52,Finance,Family-focused,World Explorer,95.19,93.59,67.29
52,Scientist,Luxurious,Entrepreneurship,59.21,86.03,94.33
35,Teacher,Balanced,Creative Pursuit,100.0,85.91,59.89
30,Teacher,Minimalist,Creative Pursuit,100.0,58.82,41.44
45,Writer,Family-focused,Academic Excellence,84.38,86.04,73.38
43,Artist,Minimalist,Entrepreneurship,88.65,65.8,76.13
36,Lawyer,Balanced,World Explorer,98.14,75.32,75.42
35,Doctor,Minimalist,Corporate Ladder,51.85,98.34,94.01
55,Business Owner,Adventure-seeker,Work-Life Balance,80.01,87.74,75.08
46,Marketing,Family-focused,Entrepreneurship,66.24,74.54,64.38
19,Marketing,Balanced,Corporate Ladder,54.09,85.46,82.16
34,Teacher,Luxurious,World Explorer,100.0,62.93,52.23
20,Doctor,Minimalist,Creative Pursuit,85.19,75.63,50.11
29,Software Engineer,Adventure-seeker,Work-Life Balance,98.07,81.72,56.28
22,Software Engineer,Balanced,Work-Life Balance,88.08,73.43,74.5
33,Teacher,Career-driven,World Explorer,89.4,88.85,49.16
39,Doctor,Minimalist,World Explorer,88.79,66.93,58.26
48,Artist,Adventure-seeker,Work-Life Balance,100.0,73.1,53.0
36,Lawyer,Career-driven,Corporate Ladder,41.98,100.0,100.0
23,Teacher,Career-driven,Corporate Ladder,52.9,100.0,76.23
44,Finance,Career-driven,World Explorer,87.37,100.0,93.6
37,Software Engineer,Adventure-seeker,Entrepreneurship,72.29,78.27,89.02
34,Doctor,Adventure-seeker,Work-Life Balance,92.94,83.08,62.17
44,Lawyer,Balanced,World Explorer,90.93,90.44,80.91
35,Writer,Minimalist,Academic Excellence,78.22,76.73,51.29
48,Artist,Minimalist,Corporate Ladder,58.27,77.96,79.99
46,Teacher,Minimalist,Corporate Ladder,74.28,85.42,73.3
51,Marketing,Family-focused,Academic Excellence,62.59,78.63,74.47
47,Finance,Minimalist,Academic Excellence,72.83,88.4,88.93
46,Artist,Balanced,Corporate Ladder,59.51,100.0,81.12
33,Business Owner,Career-driven,Corporate Ladder,48.63,100.0,100.0
51,Lawyer,Career-driven,Academic Excellence,49.78,100.0,100.0
54,Software Engineer,Balanced,World Explorer,84.92,81.04,72.58
20,Doctor,Balanced,Creative Pursuit,80.36,79.24,66.07
30,Lawyer,Balanced,Work-Life Balance,74.94,79.84,90.12
46,Software Engineer,Adventure-seeker,Academic Excellence,84.83,95.77,82.69
42,Lawyer,Minimalist,Work-Life Balance,82.46,76.08,75.68
53,Artist,Minimalist,Work-Life Balance,86.22,71.2,62.62
35,Doctor,Adventure-seeker,Work-Life Balance,96.01,72.96,70.9
28,Software Engineer,Minimalist,Creative Pursuit,95.66,74.36,53.4
35,Lawyer,Adventure-seeker,Work-Life Balance,91.77,70.11,76.17
29,Business Owner,Family-focused,World Explorer,93.2,81.52,52.12
34,Lawyer,Adventure-seeker,Academic Excellence,81.25,82.69,74.5
28,Lawyer,Adventure-seeker,Creative Pursuit,97.64,78.92,56.89
55,Finance,Balanced,Creative Pursuit,87.2,97.63,81.41
20,Writer,Career-driven,Corporate Ladder,55.61,89.87,80.04
22,Writer,Minimalist,Creative Pursuit,100.0,53.18,37.17
23,Doctor,Family-focused,Creative Pursuit,89.72,79.61,56.0
31,Writer,Luxurious,Corporate Ladder,69.62,85.57,84.59
18,Teacher,Career-driven,Corporate Ladder,46.89,94.83,88.04
48,Artist,Balanced,World Explorer,99.55,84.17,63.78
18,Doctor,Luxurious,Entrepreneurship,59.81,73.46,72.1
45,Writer,Balanced,Academic Excellence,81.14,99.57,76.76
32,Marketing,Minimalist,Creative Pursuit,82.02,64.15,50.31
53,Marketing,Balanced,Academic Excellence,71.21,93.85,83.32
21,Teacher,Luxurious,Academic Excellence,72.31,73.85,76.32
34,Teacher,Luxurious,Academic Excellence,78.52,73.57,75.39
37,Teacher,Minimalist,Academic Excellence,84.67,82.83,55.46
20,Scientist,Luxurious,Creative Pursuit,85.49,51.77,68.19
36,Business Owner,Family-focused,Entrepreneurship,79.86,78.29,96.88
28,Software Engineer,Family-focused,Creative Pursuit,86.24,81.86,64.14
22,Scientist,Adventure-seeker,Entrepreneurship,85.12,63.0,36.44
33,Doctor,Balanced,World Explorer,98.04,73.61,74.69
27,Lawyer,Luxurious,Corporate Ladder,59.86,87.65,100.0
46,Writer,Luxurious,Work-Life Balance,80.08,72.94,87.54
20,Software Engineer,Balanced,World Explorer,96.27,79.48,64.35
30,Doctor,Career-driven,Work-Life Balance,74.74,100.0,89.09
54,Writer,Balanced,Creative Pursuit,100.0,75.88,65.88
47,Software Engineer,Career-driven,Creative Pursuit,81.58,98.39,91.39
19,Doctor,Balanced,World Explorer,93.21,65.64,59.81
20,Marketing,Family-focused,World Explorer,99.77,56.26,26.54
22,Finance,Minimalist,Work-Life Balance,80.22,73.99,71.78
34,Marketing,Adventure-seeker,Creative Pursuit,100.0,67.93,43.32
20,Teacher,Balanced,Corporate Ladder,55.16,92.33,68.26
18,Business Owner,Minimalist,World Explorer,84.11,79.91,48.06
28,Marketing,Luxurious,Corporate Ladder,47.68,73.96,91.8
18,Writer,Family-focused,Entrepreneurship,79.48,57.51,82.5
46,Artist,Adventure-seeker,Creative Pursuit,98.21,68.2,48.41
20,Scientist,Minimalist,Entrepreneurship,65.11,70.14,35.66
43,Lawyer,Career-driven,Creative Pursuit,72.04,100.0,83.93
31,Artist,Career-driven,Entrepreneurship,62.91,82.62,86.57
48,Doctor,Career-driven,Corporate Ladder,52.74,100.0,100.0
27,Finance,Family-focused,Entrepreneurship,76.37,80.12,99.49
36,Finance,Minimalist,Corporate Ladder,61.03,92.43,100.0
25,Scientist,Adventure-seeker,Entrepreneurship,72.25,72.14,69.9
34,Writer,Adventure-seeker,Work-Life Balance,100.0,59.91,43.46
55,Writer,Balanced,Entrepreneurship,71.67,82.51,97.21
48,Software Engineer,Family-focused,Creative Pursuit,90.36,85.3,63.43
32,Teacher,Minimalist,Corporate Ladder,58.78,83.45,60.27
41,Artist,Adventure-seeker,Entrepreneurship,90.13,74.9,62.84
47,Marketing,Career-driven,Entrepreneurship,52.94,97.69,95.34
48,Software Engineer,Luxurious,Academic Excellence,57.69,92.35,100.0
41,Business Owner,Balanced,World Explorer,88.17,82.81,81.07
44,Marketing,Family-focused,Corporate Ladder,68.87,77.09,88.14
55,Lawyer,Adventure-seeker,Academic Excellence,65.69,88.29,83.9
52,Writer,Minimalist,Academic Excellence,85.5,76.45,56.82
41,Software Engineer,Career-driven,Work-Life Balance,66.31,96.91,94.33
18,Writer,Family-focused,Corporate Ladder,60.21,84.76,64.78
42,Doctor,Family-focused,Academic Excellence,67.45,94.04,76.5
20,Marketing,Balanced,Corporate Ladder,52.53,92.46,76.7
42,Lawyer,Career-driven,Academic Excellence,57.8,100.0,89.59
26,Lawyer,Minimalist,Creative Pursuit,94.56,66.31,47.21
46,Lawyer,Adventure-seeker,Entrepreneurship,80.6,80.16,89.97
47,Lawyer,Career-driven,Entrepreneurship,53.96,100.0,98.37
46,Artist,Career-driven,Entrepreneurship,71.11,100.0,100.0
50,Teacher,Adventure-seeker,Corporate Ladder,74.23,91.28,73.62
54,Business Owner,Career-driven,Corporate Ladder,36.87,100.0,100.0
25,Artist,Luxurious,Academic Excellence,63.86,69.19,76.77
51,Teacher,Minimalist,Academic Excellence,77.31,73.97,64.16
50,Doctor,Adventure-seeker,Academic Excellence,78.88,90.38,77.0
26,Business Owner,Adventure-seeker,World Explorer,100.0,76.06,41.14
22,Artist,Adventure-seeker,Academic Excellence,88.2,80.0,39.23
32,Software Engineer,Career-driven,Work-Life Balance,60.08,95.64,98.04
18,Software Engineer,Balanced,Academic Excellence,70.21,88.16,87.49
45,Writer,Family-focused,Academic Excellence,73.61,90.65,70.68
29,Marketing,Adventure-seeker,Entrepreneurship,76.15,72.91,60.17
18,Teacher,Luxurious,Entrepreneurship,71.6,67.7,82.02
41,Doctor,Career-driven,Work-Life Balance,64.64,100.0,93.04
27,Teacher,Luxurious,Creative Pursuit,83.29,58.93,64.12
33,Scientist,Family-focused,Creative Pursuit,96.63,68.0,44.91
24,Business Owner,Family-focused,Corporate Ladder,66.77,99.29,100.0
51,Marketing,Minimalist,Work-Life Balance,85.12,80.97,67.89
48,Software Engineer,Career-driven,Corporate Ladder,46.31,100.0,100.0
50,Writer,Luxurious,Entrepreneurship,83.98,74.95,80.99
33,Business Owner,Balanced,Academic Excellence,61.54,92.53,96.94
18,Artist,Family-focused,World Explorer,97.47,57.79,22.42
29,Business Owner,Luxurious,Academic Excellence,57.67,96.28,91.26
47,Teacher,Career-driven,Entrepreneurship,74.26,100.0,96.51
19,Doctor,Career-driven,Creative Pursuit,69.95,85.76,65.28
44,Scientist,Family-focused,World Explorer,100.0,72.42,43.27
46,Doctor,Balanced,Work-Life Balance,79.56,90.33,97.6
48,Doctor,Balanced,Corporate Ladder,46.85,100.0,100.0
51,Artist,Balanced,World Explorer,98.32,68.8,55.43
46,Doctor,Luxurious,Academic Excellence,51.93,88.28,100.0
55,Finance,Adventure-seeker,Work-Life Balance,84.61,91.85,87.19
48,Teacher,Minimalist,World Explorer,92.69,58.6,35.41
48,Artist,Career-driven,Entrepreneurship,61.15,87.18,80.01
49,Lawyer,Balanced,Entrepreneurship,68.43,100.0,89.97
39,Doctor,Luxurious,Creative Pursuit,72.33,78.85,95.33
19,Teacher,Career-driven,Academic Excellence,69.24,86.15,58.88
52,Software Engineer,Adventure-seeker,Corporate Ladder,57.16,100.0,85.36
47,Scientist,Balanced,Entrepreneurship,60.62,94.19,92.42
47,Marketing,Balanced,World Explorer,82.82,86.67,61.56
36,Scientist,Balanced,Creative Pursuit,93.41,79.78,66.79
24,Finance,Balanced,World Explorer,92.38,85.1,75.51
41,Marketing,Minimalist,Creative Pursuit,84.04,72.15,44.66
43,Marketing,Family-focused,World Explorer,92.24,60.87,41.14
33,Scientist,Balanced,Academic Excellence,69.04,77.91,73.82
50,Finance,Family-focused,Academic Excellence,69.44,100.0,100.0
37,Marketing,Luxurious,Creative Pursuit,71.02,72.31,73.09
45,Doctor,Family-focused,Corporate Ladder,58.32,94.58,100.0
55,Doctor,Luxurious,World Explorer,85.49,70.57,88.27
42,Marketing,Adventure-seeker,Entrepreneurship,87.75,69.88,69.68
54,Writer,Adventure-seeker,Academic Excellence,76.77,79.02,56.61
47,Writer,Adventure-seeker,Creative Pursuit,100.0,72.59,34.23
53,Doctor,Family-focused,World Explorer,88.22,88.15,60.21
25,Finance,Luxurious,Work-Life Balance,77.85,81.75,100.0
22,Finance,Balanced,Academic Excellence,62.09,86.98,85.99
53,Teacher,Balanced,Academic Excellence,72.02,87.02,84.12
41,Marketing,Minimalist,Academic Excellence,59.74,88.2,62.43
40,Writer,Career-driven,Corporate Ladder,45.66,99.84,86.79
46,Teacher,Adventure-seeker,Entrepreneurship,93.66,71.18,32.17
35,Teacher,Adventure-seeker,Academic Excellence,78.36,83.87,43.66
49,Software Engineer,Luxurious,Academic Excellence,64.21,91.45,97.28
43,Teacher,Career-driven,Work-Life Balance,71.61,89.26,86.2
48,Finance,Family-focused,Creative Pursuit,81.75,81.6,69.0
25,Writer,Luxurious,Academic Excellence,61.9,72.75,80.27
54,Software Engineer,Family-focused,Academic Excellence,78.09,93.22,98.68
32,Artist,Balanced,Entrepreneurship,76.78,89.48,65.06
55,Lawyer,Career-driven,Work-Life Balance,76.56,100.0,100.0
43,Writer,Luxurious,World Explorer,98.15,58.66,64.31
55,Lawyer,Minimalist,Entrepreneurship,78.08,88.5,96.75
55,Artist,Minimalist,Work-Life Balance,91.99,65.53,65.06
28,Software Engineer,Balanced,Academic Excellence,70.65,100.0,90.66
26,Finance,Balanced,Work-Life Balance,85.82,95.71,95.8
38,Artist,Balanced,Work-Life Balance,91.65,72.48,68.98
53,Artist,Minimalist,World Explorer,100.0,61.16,50.68
35,Scientist,Career-driven,Academic Excellence,51.04,100.0,72.05
22,Teacher,Luxurious,Academic Excellence,71.46,73.95,74.82
51,Software Engineer,Balanced,Entrepreneurship,62.01,88.86,99.02
48,Finance,Family-focused,Academic Excellence,60.51,95.42,88.68
41,Artist,Minimalist,Academic Excellence,68.73,73.6,50.16
52,Software Engineer,Adventure-seeker,Academic Excellence,71.33,100.0,86.78
22,Business Owner,Family-focused,Creative Pursuit,88.38,70.16,59.53
52,Doctor,Adventure-seeker,Corporate Ladder,56.87,96.23,98.53
23,Doctor,Minimalist,Entrepreneurship,74.03,77.37,86.87
20,Business Owner,Adventure-seeker,Academic Excellence,83.21,82.09,67.43
32,Software Engineer,Career-driven,Creative Pursuit,78.41,100.0,67.72
48,Artist,Luxurious,Creative Pursuit,97.2,81.51,73.11
42,Marketing,Luxurious,Creative Pursuit,88.44,68.63,70.57
21,Artist,Minimalist,Academic Excellence,73.63,70.64,43.09
50,Software Engineer,Career-driven,Corporate Ladder,45.42,100.0,100.0
41,Writer,Family-focused,Entrepreneurship,85.82,79.65,60.12
36,Doctor,Career-driven,Creative Pursuit,76.07,88.85,88.1
32,Scientist,Balanced,Creative Pursuit,91.86,85.56,50.92
48,Business Owner,Career-driven,Work-Life Balance,70.13,99.35,96.43
46,Finance,Luxurious,Academic Excellence,57.38,88.03,100.0
54,Doctor,Family-focused,Academic Excellence,71.05,100.0,80.71
37,Artist,Career-driven,Entrepreneurship,66.19,86.3,93.97
44,Artist,Family-focused,Corporate Ladder,79.45,78.21,85.25
32,Doctor,Career-driven,Academic Excellence,53.15,99.43,86.45
42,Writer,Family-focused,Creative Pursuit,93.31,61.63,48.05
45,Finance,Minimalist,Work-Life Balance,91.22,88.3,88.07
27,Doctor,Balanced,World Explorer,88.31,88.4,67.27
21,Scientist,Family-focused,Entrepreneurship,75.89,63.04,73.52
45,Scientist,Luxurious,Corporate Ladder,56.03,89.42,100.0
41,Business Owner,Adventure-seeker,World Explorer,100.0,88.57,49.56
31,Teacher,Career-driven,Academic Excellence,64.03,93.73,79.58
54,Business Owner,Family-focused,Creative Pursuit,98.18,98.09,80.64
41,Finance,Balanced,Work-Life Balance,76.81,94.8,92.02
27,Business Owner,Balanced,Creative Pursuit,90.53,85.77,71.57
52,Business Owner,Balanced,Corporate Ladder,60.23,100.0,100.0
54,Software Engineer,Luxurious,Work-Life Balance,68.14,78.98,100.0
22,Lawyer,Luxurious,Creative Pursuit,88.25,78.78,82.23
21,Doctor,Balanced,Entrepreneurship,78.3,85.01,72.4
51,Writer,Minimalist,Entrepreneurship,88.28,75.22,82.47
26,Lawyer,Luxurious,Entrepreneurship,63.82,78.17,99.5
48,Software Engineer,Family-focused,Creative Pursuit,99.86,73.59,76.33
37,Business Owner,Family-focused,Creative Pursuit,92.63,89.7,62.8
55,Scientist,Minimalist,Creative Pursuit,89.92,81.83,49.58
37,Artist,Career-driven,Academic Excellence,64.28,91.15,71.2
38,Business Owner,Luxurious,Academic Excellence,51.16,95.8,98.21
50,Marketing,Family-focused,Academic Excellence,74.96,78.25,66.95
48,Artist,Career-driven,Academic Excellence,60.34,100.0,75.93
24,Scientist,Adventure-seeker,Work-Life Balance,86.96,66.71,51.58
50,Marketing,Minimalist,Academic Excellence,64.41,84.04,62.19
24,Business Owner,Adventure-seeker,Academic Excellence,81.71,92.96,68.33
54,Teacher,Adventure-seeker,Creative Pursuit,96.25,80.84,48.89
20,Teacher,Balanced,Entrepreneurship,83.02,75.78,50.54
25,Writer,Balanced,World Explorer,90.71,69.58,36.12
25,Teacher,Career-driven,Work-Life Balance,76.63,85.27,62.59
47,Writer,Family-focused,Creative Pursuit,91.09,77.39,44.03
52,Software Engineer,Family-focused,Corporate Ladder,64.66,91.1,99.69
27,Business Owner,Adventure-seeker,Academic Excellence,84.59,89.1,72.22
28,Scientist,Adventure-seeker,Corporate Ladder,56.84,79.65,61.64
52,Business Owner,Family-focused,Work-Life Balance,90.01,86.76,85.11
51,Artist,Minimalist,Corporate Ladder,73.81,94.02,68.42
27,Marketing,Luxurious,Entrepreneurship,64.28,76.83,95.57
18,Scientist,Balanced,Entrepreneurship,64.0,72.47,59.92
46,Artist,Balanced,Academic Excellence,83.52,88.93,82.8
20,Marketing,Luxurious,Creative Pursuit,83.12,63.76,51.97
45,Teacher,Adventure-seeker,Academic Excellence,92.97,77.94,53.83
30,Teacher,Career-driven,Corporate Ladder,61.63,100.0,77.77
37,Software Engineer,Minimalist,World Explorer,99.27,65.25,64.75
29,Artist,Family-focused,Academic Excellence,79.98,74.59,58.65
43,Finance,Adventure-seeker,Entrepreneurship,76.65,92.55,77.36
41,Marketing,Balanced,Work-Life Balance,72.06,80.77,87.41
37,Writer,Luxurious,Work-Life Balance,79.05,66.91,74.57
53,Lawyer,Balanced,Academic Excellence,68.9,100.0,100.0
31,Business Owner,Adventure-seeker,World Explorer,100.0,80.62,51.25
34,Teacher,Adventure-seeker,Work-Life Balance,92.67,64.65,45.19
45,Writer,Balanced,Corporate Ladder,60.71,89.14,82.5
55,Finance,Family-focused,World Explorer,95.02,77.39,68.58
38,Marketing,Career-driven,World Explorer,78.89,91.58,62.21
23,Lawyer,Balanced,World Explorer,86.06,79.82,66.53
43,Business Owner,Minimalist,Corporate Ladder,49.11,100.0,92.68
23,Teacher,Family-focused,Work-Life Balance,100.0,57.44,51.27
25,Finance,Career-driven,Entrepreneurship,64.5,100.0,100.0
